IDENTIFIER	BINCODE	BinName	TrivialName
at3g15395	35.2	35.2	35.2
at2g46260	GMM:35.1.9	not assigned.no ontology.BTB/POZ domain-containing protein	35.2
atmg00960	GMM:9.6	mitochondrial electron transport / ATP synthesis.cytochrome c	CCB203
at3g17110	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
at1g26370	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at1g15210	GMM:34.16	transport.ABC transporters and multidrug resistance systems	ATPDR7
at4g08990	GMM:27.3.46	RNA.regulation of transcription.DNA methyltransferases	35.2
at4g15320	GMM:10.2.1	cell wall.cellulose synthesis.cellulose synthase	ATCSLB6
at4g23540	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at4g30740	35.2	35.2	35.2
at2g40100	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II	LHCB4.3
at3g43660	GMM:33.99	development.unspecified	35.2
at1g15880	GMM:31.4	cell.vesicle transport	atgos11
at1g57610	35.2	35.2	35.2
at3g32377	GMM:33.99	development.unspecified	35.2
at2g22920	GMM:29.5.5	protein.degradation.serine protease	SCPL12
at1g41855	35.2	35.2	35.2
at1g17540	GMM:29.4.1.59	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase IX	35.2
at1g29210	GMM:29.2.7.1.6	protein.synthesis.transfer RNA.nucleus.tRNA-Glu	35.2
at3g05990	GMM:30.2.99	signalling.receptor kinases.misc	35.2
at3g30680	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at4g06521	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at4g18730	GMM:29.2.1.2.2.16	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L16	RPL16B
at4g30200	35.2	35.2	VEL1
at4g04409	GMM:28.1.3	DNA.synthesis/chromatin structure.histone	35.2
at4g12900	35.2	35.2	35.2
at3g31402	GMM:28.1.1.4	DNA.synthesis/chromatin structure.retrotransposon/transposase.hat-like transposase	35.2
at2g10614	35.2	35.2	35.2
at3g32373	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at5g48543	GMM:20.1.7	stress.biotic.PR-proteins	LCR1
at4g20180	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g55930	35.2	35.2	35.2
at1g29930	GMM:1.1.1.1	PS.lightreaction.photosystem II.LHC-II	CAB140
at3g44093	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g45030	GMM:28.99	DNA.unspecified	35.2
at2g44090	35.2	35.2	35.2
at3g45755	35.2	35.2	35.2
at5g46870	GMM:27.4	RNA.RNA binding	35.2
at2g22780	GMM:6.3	gluconeogenesis / glyoxylate cycle.malate dehydrogenase	PMDH1
at4g26220	GMM:16.2.1.6	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT	35.2
at3g60050	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at3g08950	GMM:9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase	HCC1
at4g04610	GMM:14.2	S-assimilation.APR	Apr-01
at1g18540	GMM:29.2.1.2.2.6	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L6	35.2
at5g58790	35.2	35.2	35.2
at4g16580	35.2	35.2	35.2
at2g32520	GMM:26.1	misc.misc2	35.2
at2g26250	GMM:16.1	secondary metabolism.isoprenoids	KCS10
at3g29260	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)	35.2
at4g04580	GMM:27.3.20	RNA.regulation of transcription.G2-like transcription factor family (GARP)	35.2
at3g24225	GMM:33.99	development.unspecified	ESR19
at5g63010	35.2	35.2	35.2
at3g50660	GMM:17.3.1.1.2	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DWF4	DWF4
at5g18850	35.2	35.2	35.2
at3g06120	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	MUTE
at5g40600	35.2	35.2	35.2
at1g19400	35.2	35.2	35.2
at1g61095	35.2	35.2	35.2
at2g27389	35.2	35.2	35.2
at1g27930	35.2	35.2	35.2
at2g29500	GMM:20.2.1	stress.abiotic.heat	35.2
at2g46290	GMM:29.2.3	protein.synthesis.initiation	35.2
at4g14720	GMM:33.99	development.unspecified	TIFY4B
at1g03560	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g53990	GMM:26.28	misc.GDSL-motif lipase	GLIP3
at5g26015	35.2	35.2	35.2
at1g20823	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at5g17680	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at2g35570	GMM:29.5.5	protein.degradation.serine protease	35.2
at1g38380	35.2	35.2	35.2
at5g50340	GMM:28.2	DNA.repair	35.2
at3g23245	35.2	35.2	35.2
at2g36760	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	UGT73C2
at3g19160	GMM:17.4.1	hormone metabolism.cytokinin.synthesis-degradation	ATIPT8
at5g23190	GMM:26.10	misc.cytochrome P450	CYP86B1
at3g25200	35.2	35.2	35.2
at3g44600	35.2	35.2	CYP71
at1g17310	GMM:27.3.24	RNA.regulation of transcription.MADS box transcription factor family	35.2
at5g44820	35.2	35.2	35.2
at3g57460	GMM:29.5.7	protein.degradation.metalloprotease	35.2
at2g07070	GMM:35.1.7	not assigned.no ontology.AT hook motif-containing protein	35.2
at1g24480	35.2	35.2	35.2
at4g09340	35.2	35.2	35.2
at2g03920	35.2	35.2	35.2
at1g15100	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	RHA2A
at3g18362	35.2	35.2	35.2
at5g48850	GMM:33.99	development.unspecified	ATSDI1
at2g20618	35.2	35.2	35.2
at5g35339	35.2	35.2	35.2
at5g52610	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g62030	GMM:35.1.26	not assigned.no ontology.DC1 domain containing protein	35.2
at5g30480	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at1g14230	GMM:23.2	nucleotide metabolism.degradation	35.2
at1g37040	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g61160	GMM:29.4	protein.postranslational modification	35.2
at1g06480	GMM:29.2.7.1.10	protein.synthesis.transfer RNA.nucleus.tRNA-Ile	35.2
at1g51640	GMM:31.4	cell.vesicle transport	ATEXO70G2
at4g24980	GMM:33.99	development.unspecified	35.2
at5g64570	GMM:10.6.2	cell wall.degradation.mannan-xylose-arabinose-fucose	ATBXL4
at1g63206	35.2	35.2	35.2
at5g14350	GMM:26.19	misc.plastocyanin-like	35.2
at3g26340	GMM:29.5.11.20	protein.degradation.ubiquitin.proteasom	35.2
at1g44880	GMM:28.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase	35.2
at1g33170	GMM:20.2.3	stress.abiotic.drought/salt	35.2
at5g54790	35.2	35.2	35.2
at5g36960	35.2	35.2	35.2
at2g03740	GMM:35.1.22	not assigned.no ontology.late embryogenesis abundant domain-containing protein	35.2
at5g62520	GMM:20.2.3	stress.abiotic.drought/salt	SRO5
at3g27910	35.2	35.2	35.2
at1g66690	GMM:17.8.1	hormone metabolism.salicylic acid.synthesis-degradation	35.2
at2g36290	35.2	35.2	35.2
at4g29730	35.2	35.2	MSI5
at1g55290	GMM:16.8.1	secondary metabolism.flavonoids.anthocyanins	35.2
at3g14185	35.2	35.2	35.2
at5g47010	GMM:27.1.2	RNA.processing.RNA helicase	ATUPF1
at3g48370	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g56950	GMM:29.2.7.1.19	protein.synthesis.transfer RNA.nucleus.tRNA-Tyr	35.2
at4g30996	35.2	35.2	35.2
at2g17190	GMM:29.5.11.1	protein.degradation.ubiquitin.ubiquitin	35.2
at3g43652	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at2g07490	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g35405	35.2	35.2	35.2
at5g49080	GMM:35.1.42	not assigned.no ontology.proline rich family	35.2
at4g34300	GMM:35.1.40	not assigned.no ontology.glycine rich proteins	35.2
at5g23380	35.2	35.2	35.2
at2g20120	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	COV1
at1g77090	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	35.2
at5g50375	GMM:31.4;GMM:17.3.1.2.99	cell.vesicle transport;hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other	CPI1
at3g29618	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at5g29568	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at5g40820	GMM:31.3	cell.cycle	ATR
at5g17480	GMM:30.3	signalling.calcium	PC1
at5g40030	GMM:29.4	protein.postranslational modification	35.2
at2g34590	GMM:11.1.31	lipid metabolism.FA synthesis and FA elongation.pyruvate DH	35.2
at2g31410	35.2	35.2	35.2
at3g07525	GMM:29.5.2	protein.degradation.autophagy	ATG10
at5g54750	GMM:34.99	transport.misc	35.2
at4g26750	GMM:35.1.41	not assigned.no ontology.hydroxyproline rich proteins	35.2
at3g50695	35.2	35.2	35.2
at2g26370	35.2	35.2	35.2
at5g43211	35.2	35.2	35.2
at2g27750	35.2	35.2	35.2
at3g57240	GMM:26.4.1	"misc.beta 1,3 glucan hydrolases.glucan endo-1,3-beta-glucosidase"	BG3
at1g17890	GMM:10.1.8	cell wall.precursor synthesis.GER	GER2
at4g13790	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at3g53200	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	AtMYB27
at3g58560	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at4g09980	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	EMB1691
at4g13670	GMM:27.2	RNA.transcription	PTAC5
at4g11230	GMM:20.1.1	stress.biotic.respiratory burst	35.2
at2g20818	GMM:27.3.59	RNA.regulation of transcription.methyl binding domain proteins	35.2
at1g17545	GMM:29.4	protein.postranslational modification	35.2
at2g24200	GMM:29.5	protein.degradation	35.2
at3g05625	35.2	35.2	35.2
atcg00560	GMM:1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	PSBL
at5g61530	GMM:30.5	signalling.G-proteins	35.2
at5g06210	GMM:27.4	RNA.RNA binding	35.2
at5g28850	GMM:30.3	signalling.calcium	35.2
at3g33133	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g24625	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at4g01680	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	AtMYB55
at1g31040	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at3g47070	35.2	35.2	35.2
at1g10250	GMM:27.3.99	RNA.regulation of transcription.unclassified	35.2
at2g10420	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g10595	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	35.2
at3g22380	GMM:30.11	signalling.light	TIC
at3g07273	35.2	35.2	35.2
at2g12520	35.2	35.2	35.2
at5g53970	GMM:13.2.6.2	amino acid metabolism.degradation.aromatic aa.tyrosine	35.2
at1g36520	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g36790	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at4g24890	GMM:26.13	misc.acid and other phosphatases	ATPAP24
at2g19260	GMM:27.3.67	RNA.regulation of transcription.putative transcription regulator	35.2
at4g22260	GMM:1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	IM1
at4g29103	35.2	35.2	35.2
at3g28958	GMM:26.19	misc.plastocyanin-like	35.2
at3g10120	35.2	35.2	35.2
at1g63460	GMM:21.2.2	redox.ascorbate and glutathione.glutathione	ATGPX8
at3g06790	GMM:33.99	development.unspecified	35.2
at5g02970	35.2	35.2	35.2
at2g04045	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at2g06600	GMM:28.1.1.7	DNA.synthesis/chromatin structure.retrotransposon/transposase.mutator-like transposase	35.2
at3g08570	GMM:30.11	signalling.light	35.2
at5g10050	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)	35.2
at3g24150	35.2	35.2	35.2
at3g17430	GMM:34.8	transport.metabolite transporters at the envelope membrane	35.2
at5g42490	GMM:31.1	cell.organisation	35.2
at2g07455	GMM:28.1	DNA.synthesis/chromatin structure	35.2
at2g45430	GMM:28.99	DNA.unspecified	AHL22
at1g73210	35.2	35.2	35.2
at3g48200	35.2	35.2	35.2
at2g01510	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g32240	GMM:27.3.20	RNA.regulation of transcription.G2-like transcription factor family (GARP)	KAN2
at2g37540	GMM:26.22	misc.short chain dehydrogenase/reductase (SDR)	35.2
at1g24265	35.2	35.2	35.2
at5g11416	35.2	35.2	35.2
at5g55470	GMM:34.14	transport.unspecified cations	ATNHX3
at3g42255	GMM:28.99	DNA.unspecified	35.2
at5g04710	GMM:29.5.4	protein.degradation.aspartate protease	35.2
at5g25850	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g05730	35.2	35.2	35.2
at5g28262	35.2	35.2	35.2
at1g09665	GMM:35.1.6	not assigned.no ontology.Toll-interleukin-resistance (TIR) domain-containing protein	35.2
at2g06720	GMM:28.1.1.5	DNA.synthesis/chromatin structure.retrotransposon/transposase.CACTA-like transposase	35.2
at3g53030	GMM:29.4	protein.postranslational modification	SRPK4
at5g62100	GMM:31	cell	ATBAG2
at1g52500	GMM:28.2	DNA.repair	ATFPG-2
at3g12960	35.2	35.2	35.2
at4g09455	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g53410	GMM:29.2.7.1.5	protein.synthesis.transfer RNA.nucleus.tRNA-Cys	35.2
at3g46030	GMM:28.1.3.2.2	DNA.synthesis/chromatin structure.histone.core.H2B	HTB11
at3g21080	GMM:34.16	transport.ABC transporters and multidrug resistance systems	35.2
at4g14270	35.2	35.2	35.2
at1g64640	GMM:26.19	misc.plastocyanin-like	AtENODL8
at5g25600	35.2	35.2	35.2
at3g61177	GMM:20.1.7	stress.biotic.PR-proteins	LCR53
at4g23570	GMM:29.4	protein.postranslational modification	SGT1A
at1g24200	GMM:35.1.25	not assigned.no ontology.paired amphipathic helix repeat-containing protein	35.2
at2g28580	35.2	35.2	35.2
at3g52140	GMM:35.1.27	not assigned.no ontology.tetratricopeptide repeat (TPR)	35.2
at5g33898	35.2	35.2	35.2
at2g31340	GMM:33.99	development.unspecified	emb1381
at1g06370	35.2	35.2	35.2
at5g55896	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at2g23580	GMM:26.8	"misc.nitrilases, nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases"	ABE4
at2g15145	35.2	35.2	35.2
at1g27960	35.2	35.2	ECT9
at1g09195	35.2	35.2	35.2
at2g46192	GMM:32	"micro RNA, natural antisense etc"	35.2
at3g49700	GMM:17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ACS9
at3g60350	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	ARABIDILLO-2
at2g20620	35.2	35.2	35.2
at5g25480	GMM:27.3.46	RNA.regulation of transcription.DNA methyltransferases	AtDNMT2
at1g32320	GMM:30.6	signalling.MAP kinases	ATMKK10
at1g67030	GMM:27.3.11	RNA.regulation of transcription.C2H2 zinc finger family	ZFP6
at3g21865	35.2	35.2	PEX22
at3g30812	GMM:29.1.6	protein.aa activation.lysine-tRNA ligase	35.2
at3g19900	35.2	35.2	35.2
at2g18860	GMM:31.4	cell.vesicle transport	35.2
at2g21990	35.2	35.2	35.2
at4g34810	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at3g02110	GMM:29.5.5	protein.degradation.serine protease	scpl25
at1g50780	GMM:26.30	misc.other Ferredoxins and Rieske domain	35.2
at1g02580	GMM:33.99	development.unspecified	MEA
at1g51175	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at1g56000	GMM:26.7	"misc.oxidases - copper, flavone etc"	35.2
at1g70860	GMM:20.2.99	stress.abiotic.unspecified	35.2
at1g21245	GMM:30.2.25	signalling.receptor kinases.wall associated kinase	35.2
at2g46050	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at5g29022	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at2g45410	GMM:27.3.37	RNA.regulation of transcription.lateral organ boundaries gene family (AS2)	LBD19
at1g11305	35.2	35.2	35.2
at2g31150	35.2	35.2	35.2
at4g07566	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g36185	GMM:29.5	protein.degradation	35.2
at2g34140	GMM:27.3.8	RNA.regulation of transcription.C2C2(Zn) DOF zinc finger family	35.2
at5g44286	GMM:29.2.2.3.2	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.snoRNAs	35.2
at3g29830	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g23000	GMM:29.5.5	protein.degradation.serine protease	scpl10
at3g04530	GMM:4.3.16	glycolysis.unclear/dually targeted.phosphoenolpyruvate carboxykinase (PEPCK)	PPCK2
at1g05920	35.2	35.2	35.2
at3g03360	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g42557	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at5g41310	GMM:31.1	cell.organisation	35.2
at2g26692	GMM:32	"micro RNA, natural antisense etc"	35.2
at5g32267	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g64440	35.2	35.2	FAAH
at5g63310	GMM:23.4.10	nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase	NDPK IA IA
at4g29470	GMM:11.9.3.4	lipid metabolism.lipid degradation.lysophospholipases.phospholipase A2	35.2
at2g19780	GMM:10.5.3	cell wall.cell wall proteins.LRR	35.2
at5g19790	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	RAP2.11
at1g76810	GMM:29.2.3	protein.synthesis.initiation	35.2
at1g01260	GMM:27.3.6	RNA.regulation of transcription.basic helix-loop-helix family (bHLH)	35.2
at5g37460	35.2	35.2	35.2
at1g69390	GMM:31.2.5	cell.division.plastid	ATMINE1
at4g29110	35.2	35.2	35.2
at1g68430	35.2	35.2	35.2
at3g58850	35.2	35.2	HLH2
at1g04440	GMM:29.4	protein.postranslational modification	CKL13
at1g78080	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	RAP2.4
at5g23110	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at2g32795	35.2	35.2	35.2
at1g52440	35.2	35.2	35.2
at5g16720	35.2	35.2	35.2
at5g51690	GMM:17.5.1.1	hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate synthase	ACS12
at3g07780	35.2	35.2	OBE1
at5g45180	GMM:26.7	"misc.oxidases - copper, flavone etc"	35.2
at2g44995	35.2	35.2	35.2
at3g21690	GMM:34.99	transport.misc	35.2
at5g38940	GMM:20.2.99	stress.abiotic.unspecified	35.2
at4g14170	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at4g28181	35.2	35.2	35.2
at3g16820	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at4g07942	35.2	35.2	35.2
at5g40890	GMM:34.18	transport.unspecified anions	ATCLCA
at2g02730	35.2	35.2	35.2
at2g01820	GMM:30.2.9	signalling.receptor kinases.leucine rich repeat IX	35.2
at5g28720	35.2	35.2	35.2
at4g19239	GMM:26.3.2	"misc.gluco-, galacto- and mannosidases.beta-galactosidase"	35.2
at3g03660	GMM:27.3.22	RNA.regulation of transcription.homeobox transcription factor family (HB)	WOX11
at2g37650	GMM:33.99	development.unspecified	35.2
at1g30610	GMM:33.99	development.unspecified	EMB88
at2g34315	GMM:20.1.7	stress.biotic.PR-proteins	35.2
at4g27745	35.2	35.2	35.2
at1g34130	GMM:20.2.3	stress.abiotic.drought/salt	STT3B
at4g18680	35.2	35.2	35.2
at3g58570	GMM:27.1.2	RNA.processing.RNA helicase	35.2
at5g34838	35.2	35.2	35.2
at1g55870	GMM:27.1.19	RNA.processing.ribonucleases	AHG2
at1g34967	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at1g01115	35.2	35.2	35.2
at4g07530	35.2	35.2	35.2
at3g51660	35.2	35.2	35.2
at4g02840	GMM:27.1	RNA.processing	35.2
at3g08680	GMM:30.2.3	signalling.receptor kinases.leucine rich repeat III	35.2
at5g18710	35.2	35.2	35.2
at1g78130	GMM:33.99	development.unspecified	UNE2
at3g10880	35.2	35.2	35.2
at4g26180	GMM:34.9	transport.metabolite transporters at the mitochondrial membrane	35.2
at1g67060	35.2	35.2	35.2
at3g61750	GMM:17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	35.2
at1g63720	35.2	35.2	35.2
at3g46580	GMM:27.3.59	RNA.regulation of transcription.methyl binding domain proteins	MBD05
at5g23170	GMM:30.2.26	signalling.receptor kinases.crinkly like	35.2
at4g29260	GMM:26.13	misc.acid and other phosphatases	35.2
at3g50930	GMM:29.5.9	protein.degradation.AAA type	BCS1
at5g15100	GMM:17.2.2	hormone metabolism.auxin.signal transduction	PIN8
at3g42472	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at3g60720	GMM:30.2.99	signalling.receptor kinases.misc	PDLP8
at2g15250	GMM:28.1.1.2	DNA.synthesis/chromatin structure.retrotransposon/transposase.non-LTR retrotransposon	35.2
at2g17680	35.2	35.2	35.2
at2g31865	GMM:29.5	protein.degradation	PARG2
at2g35120	GMM:1.2.4.4	PS.photorespiration.glycine cleavage.H protein	35.2
at5g62150	GMM:10.6	cell wall.degradation	35.2
at3g04943	GMM:20.1.7	stress.biotic.PR-proteins	LCR41
at2g46240	GMM:20.2.1	stress.abiotic.heat	ATBAG6
at1g32430	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at3g52580	GMM:29.2.1.2.1.14	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S14	35.2
at5g59690	GMM:28.1.3.2.4	DNA.synthesis/chromatin structure.histone.core.H4	35.2
at1g73180	GMM:29.2.3	protein.synthesis.initiation	35.2
at1g09710	GMM:27.3.25	RNA.regulation of transcription.MYB domain transcription factor family	35.2
at1g01230	GMM:29.6	protein.folding	35.2
at1g13860	GMM:20.2.3	stress.abiotic.drought/salt	QUL1
at1g08970	GMM:27.3.16	"RNA.regulation of transcription.CCAAT box binding factor family, HAP5"	HAP5C
at3g25655	GMM:33.99	development.unspecified	IDL1
at2g04580	35.2	35.2	35.2
at4g22580	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at5g66300	GMM:33.99	development.unspecified	NAC105
at4g28210	35.2	35.2	emb1923
at5g51340	35.2	35.2	35.2
at5g55940	GMM:33.99	development.unspecified	emb2731
at1g52087	35.2	35.2	35.2
at5g10650	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	35.2
at4g00755	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at2g05755	35.2	35.2	35.2
at1g33135	35.2	35.2	35.2
at1g71490	GMM:35.1.5	not assigned.no ontology.pentatricopeptide (PPR) repeat-containing protein	35.2
at1g49310	35.2	35.2	35.2
at5g51920	35.2	35.2	35.2
at1g74100	GMM:16.5.1.1.3.3;GMM:26.25	secondary metabolism.sulfur-containing.glucosinolates.synthesis.indole.indole-3-methyl-desulfoglucosinolate sulfotransferase;misc.sulfotransferase	SOT16
at1g69828	GMM:20.1.7.12	stress.biotic.PR-proteins.PR12 (plant defensins)	35.2
at3g43440	35.2	35.2	TIFY3A
at5g19920	35.2	35.2	35.2
at3g52055	35.2	35.2	35.2
at5g09740	GMM:27.3.54	RNA.regulation of transcription.histone acetyltransferases	HAM2
at2g38560	GMM:29.2.4	protein.synthesis.elongation	TFIIS
at2g23850	GMM:33.99	development.unspecified	35.2
at3g22700	GMM:29.5.11.4.3.2	protein.degradation.ubiquitin.E3.SCF.FBOX	35.2
at1g61410	35.2	35.2	35.2
at1g21835	35.2	35.2	35.2
at1g55310	GMM:27.1.1	RNA.processing.splicing	At-SCL33
at4g06576	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at5g21535	35.2	35.2	35.2
at5g58430	GMM:27.3.99	RNA.regulation of transcription.unclassified	ATEXO70B1
at2g16980	35.2	35.2	35.2
at1g77640	GMM:27.3.3	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family"	35.2
at1g17235	GMM:31.2	cell.division	RTFL11
at1g17455	35.2	35.2	ELF4-L4
at1g33000	GMM:28.99	DNA.unspecified	35.2
at1g34240	GMM:28.99	DNA.unspecified	35.2
at3g28315	GMM:28.1.1.3	DNA.synthesis/chromatin structure.retrotransposon/transposase.copia-like retrotransposon	35.2
at5g21274	GMM:30.3	signalling.calcium	CAM6
at1g42110	GMM:28.1.1.4	DNA.synthesis/chromatin structure.retrotransposon/transposase.hat-like transposase	35.2
at3g57854	GMM:33.99	development.unspecified	35.2
at4g27920	35.2	35.2	RCAR4
at3g11600	35.2	35.2	35.2
at5g11560	35.2	35.2	35.2
at2g24220	GMM:34.10	transport.nucleotides	PUP5
at1g63005	GMM:32	"micro RNA, natural antisense etc"	35.2
at4g18240	GMM:2.1.2.2	major CHO metabolism.synthesis.starch.starch synthase	ATSS4
at4g24430	GMM:10.6.3	cell wall.degradation.pectate lyases and polygalacturonases	35.2
at5g38010	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases	35.2
at5g01400	GMM:27.1.3.16	RNA.processing.3' end processing.Symplekin	ESP4
at5g03630	GMM:21.2.1	redox.ascorbate and glutathione.ascorbate	ATMDAR2
at3g11900	GMM:34.3	transport.amino acids	ANT1
at4g09464	GMM:26.4	"misc.beta 1,3 glucan hydrolases"	35.2
at3g32383	GMM:28.1.1.1	DNA.synthesis/chromatin structure.retrotransposon/transposase.gypsy-like retrotransposon	35.2
at3g15359	35.2	35.2	35.2
at4g21070	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING	BRCA1
at2g30220	GMM:26.28	misc.GDSL-motif lipase	35.2
